Id,HitboxActive,FirstActionableFrame,BaseDamage,Angle,BaseKnockBackSetKnockback,LandingLag,AutoCancel,KnockbackGrowth,Type,Name,OwnerId,LastModified
2908,"-","-","3, 4","45","60","","","110",3,"Fthrow",52,11/27/2016 12:09:39
2909,"-","-","7","130","60","","","120",3,"Bthrow",52,11/27/2016 12:09:39
2910,"-","-","5, 2","92","25","","","220",3,"Uthrow",52,11/27/2016 12:09:39
2911,"-","-","3, 4","110","60","","","110",3,"Dthrow",52,11/27/2016 12:09:39
2917,"6-7","42","8.5","361","20","12","1-2, 41&gt;","100",0,"Nair (Hit 1)",52,11/27/2016 12:09:39
2918,"13-14","-","7","361","20","-","-","100",0,"Nair (Hit 2)",52,11/27/2016 12:09:39
2919,"14-15","39","13","361","35","18","1-3, 51&gt;","98",0,"Fair",52,11/27/2016 12:09:39
2920,"7-9","46","11","60","18","17","38&gt;","117",0,"Bair",52,11/27/2016 12:09:39
2921,"11-13","60","14","80","25","21","1-5, 47&gt;","95",0,"Uair",52,11/27/2016 12:09:39
2922,"14-40","-","11","80","25","-","-","95",0,"Uair (Late)",52,11/27/2016 12:09:39
2923,"17-25","80","16","268","40","40","1-5, 65&gt;","80",0,"Dair",52,11/27/2016 12:09:39
2924,"26-64","-","12","50","40","-","-","100",0,"Dair (Late)",52,11/27/2016 12:09:39
2925,"1-4","-","5","30","20","-","-","100",0,"Dair (Landing)",52,11/27/2016 12:09:39
2926,"1 (Ground Only)","-","0","0","W: 58/35","-","-","100",0,"Dair (Landing, Windbox)",52,11/27/2016 12:09:39
2927,"11-20","75","4","45","60","8","-","30",0,"Zair",52,11/27/2016 12:09:39
2928,"18-","42","4","361","8","","","50",2,"Hero's Bow (No Charge)",52,11/27/2016 12:09:39
2929,"61-","85","5","361","8","","","50",2,"Hero's Bow (Full Charge)",52,11/27/2016 12:09:39
2930,"27-35","46","8","70","50","","","50",2,"Boomerang",52,11/27/2016 12:09:39
2931,"36-","-","5","65","50","","","50",2,"Boomerang (Late)",52,11/27/2016 12:09:39
2932,"9-17 (Rehit rate: 4)","81","1","180/180/180/80","W: 50/50/50/10","","","100",2,"Spin Attack (No Charge)",52,11/27/2016 12:09:40
2933,"18-49 (Rehit rate: 5)","-","1","180/180/180/80","W: 40/40/30/10","","","100",2,"Spin Attack (No Charge)",52,11/27/2016 12:09:40
2934,"51","-","3","55","70","","","141",2,"Spin Attack (No Charge, Final Hit)",52,11/27/2016 12:09:40
2935,"8-10","-","4","366","W: 90","","","100",2,"Spin Attack (Air, Hit 1)",52,11/27/2016 12:09:40
2936,"16-18","-","2","366","W: 88","","","100",2,"Spin Attack (Air, Hit 2)",52,11/27/2016 12:09:40
2937,"22-24","-","2","366","W: 77","","","100",2,"Spin Attack (Air, Hit 3)",52,11/27/2016 12:09:40
2938,"31-33","-","2","85","W: 80","","","100",2,"Spin Attack (Air, Hit 4)",52,11/27/2016 12:09:40
2939,"44-48","-","4","45","40","","","170",2,"Spin Attack (Air, Hit 5)",52,11/27/2016 12:09:40
2940,"Bomb Generated: Frame 17","40","-","-","-","","","-",2,"Bomb",52,11/27/2016 12:09:40
2941,"Explodes 299 Frames from Generation","-","-","70","40","","","80",2,"Bomb",52,11/27/2016 12:09:40
2942,"3-4","22","3","60/80","10","","","80",1,"Jab 1",53,11/27/2016 12:09:41
2943,"3-4","24","3","60/80","20","","","120",1,"Jab 2",53,11/27/2016 12:09:41
2944,"14-19","55","10","70","65","","","60",1,"Dash Attack",53,11/27/2016 12:09:41
2945,"20-28","-","6","70","65","","","60",1,"Dash Attack (Late)",53,11/27/2016 12:09:41
2946,"8-11","37","9","361","30","","","90",1,"Ftilt",53,11/27/2016 12:09:41
2947,"7-20","50","6","105/105/96","W: 60/60/12","","","100",1,"Utilt (Hit 1)",53,11/27/2016 12:09:41
2948,"24-27","-","5","80","50","","","160",1,"Utilt (Hit 2)",53,11/27/2016 12:09:41
2949,"9-10","35","13/8","80/70","40","","","90",1,"Dtilt",53,11/27/2016 12:09:41
2950,"25-29","50","15","45","70","","","100",1,"Fsmash (Flat Ground)",53,11/27/2016 12:09:41
2951,"25-29","-","15","45","70","","","100",1,"Fsmash (Off Ledge)",53,11/27/2016 12:09:41
2952,"30-","-","17","45","70","","","100",1,"Fsmash (Off Ledge, Late)",53,11/27/2016 12:09:41
2953,"12-13","54","3","95","W: 140","","","100",1,"Usmash (Hit 1)",53,11/27/2016 12:09:41
2954,"17-18, 21-22, 25-26, 29-30","-","1","100","30","","","80",1,"Usmash (Hit 2-5)",53,11/27/2016 12:09:41
2955,"33-34","-","4","90","30","","","205",1,"Usmash (Hit 6)",53,11/27/2016 12:09:41
2956,"8","48","6","70","0","","","80",1,"Dsmash (Hit 1)",53,11/27/2016 12:09:41
2957,"9-10 (Ground Only)","-","3","70","0","","","50",1,"Dsmash (Hit 1, Late)",53,11/27/2016 12:09:41
2958,"29","-","6","70","0","","","80",1,"Dsmash (Hit 2)",53,11/27/2016 12:09:41
2959,"30-31 (Ground Only)","-","3","70","0","","","50",1,"Dsmash (Hit 2, Late)",53,11/27/2016 12:09:41
2961,"15-16","56","","","","","","",1,"Standing Grab",53,11/27/2016 12:09:41
2962,"16-17","70","","","","","","",1,"Dash Grab",53,11/27/2016 12:09:41
2963,"17-18","66","","","","","","",1,"Pivot Grab",53,11/27/2016 12:09:41
2965,"-","-","9","45","100","","","10",3,"Fthrow",53,11/27/2016 12:09:41
2966,"-","-","11","135","15","","","110",3,"Bthrow",53,11/27/2016 12:09:41
2967,"-","-","10","90","105","","","40",3,"Uthrow",53,11/27/2016 12:09:41
2968,"-","-","6","70","60","","","80",3,"Dthrow",53,11/27/2016 12:09:41
2974,"3-10","36","9","361","20","14","1-2, 27&gt;","100",0,"Nair",53,11/27/2016 12:09:41
2975,"11-23","-","5","361","20","-","-","100",0,"Nair (Late)",53,11/27/2016 12:09:41
2976,"10-11","40","7","361","55","23","1-7, 30&gt;","100",0,"Fair (Early)",53,11/27/2016 12:09:41
2977,"12-17","-","4","361","10","-","-","100",0,"Fair",53,11/27/2016 12:09:41
2978,"18-23","-","2.5","361","10","-","-","100",0,"Fair (Late)",53,11/27/2016 12:09:41
2979,"13-14","36","9","361","55","23","1-9, 25&gt;","100",0,"Bair (Early)",53,11/27/2016 12:09:42
2980,"15-20","-","5","361","10","-","-","100",0,"Bair",53,11/27/2016 12:09:42
2981,"21-26","-","3","361","10","-","-","100",0,"Bair (Late)",53,11/27/2016 12:09:42
2982,"6-7","43","13","85","30","15","1-5, 39&gt;","100",0,"Uair (Triple)",53,11/27/2016 12:09:42
2983,"8-31","-","6","85","30","-","-","100",0,"Uair (Triple, Late)",53,11/27/2016 12:09:42
2984,"6-7","-","10","85","30","-","-","100",0,"Uair (Double)",53,11/27/2016 12:09:42
2985,"8-31","-","5","85","30","-","-","100",0,"Uair (Double, Late)",53,11/27/2016 12:09:42
2986,"6-7","-","8","85","30","-","-","100",0,"Uair (Single)",53,11/27/2016 12:09:42
2987,"8-31","-","4","85","30","-","-","100",0,"Uair (Single, Late)",53,11/27/2016 12:09:42
2988,"8-9","46","13","270/45","20/30","15","1-7, 39&gt;","80/100",0,"Dair (Triple)",53,11/27/2016 12:09:42
2989,"10-31","-","6","45","30","-","-","100",0,"Dair (Triple, Late)",53,11/27/2016 12:09:42
2990,"8-9","-","10","45","30","-","-","100",0,"Dair (Double)",53,11/27/2016 12:09:42
2991,"10-31","-","5","45","30","-","-","100",0,"Dair (Double, Late)",53,11/27/2016 12:09:42
2992,"8-9","-","8","45","30","-","-","100",0,"Dair (Single)",53,11/27/2016 12:09:42
2993,"10-31","-","4","45","30","-","-","100",0,"Dair (Single, Late)",53,11/27/2016 12:09:42
2994,"Grabs: 8- (Intangible: 5-23)","51","-","-","-","","","-",2,"Pocket",53,11/27/2016 12:09:42
2995,"52-","38","7","55","30","","","100",2,"Lloid Rocket",53,11/27/2016 12:09:42
2996,"?","-","5","361","20","","","80",2,"Lloid Rocket (Late)",53,11/27/2016 12:09:42
2997,"-","-","16","-","-","","","-",2,"Lloid Rocket (Ride)",53,11/27/2016 12:09:42
2998,"-","-","11","-","-","","","-",2,"Lloid Rocket (Ride, Late)",53,11/27/2016 12:09:42
2999,"-","-","-","-","-","","","-",2,"Balloon Trip",53,11/27/2016 12:09:42
3000,"Planted on:","44","-","-","-","","","-",2,"Timber (Planting)",53,11/27/2016 12:09:42
3001,"-","55","0","55","W: 60","","","100",2,"Timber (Watering Can)",53,11/27/2016 12:09:42
3002,"6-8","48","14 (+6)","361","30","","","100",2,"Timber (Axe)",53,11/27/2016 12:09:42
3003,"-","51","-","-","-","","","-",2,"Timber (Chop)",53,11/27/2016 12:09:42
3004,"13-18 (Low Priority)","-","18 (+6)","80","30","","","100",2,"Timber (Growing)",53,11/27/2016 12:09:42
3005,"19-39 (Low Priority)","-","13 (+6)","80","30","","","100",2,"Timber (Growing, Late)",53,11/27/2016 12:09:42
3006,"14- (Low Priority)","-","25 (+6)","60","30","","","100",2,"Timber (Falling)",53,11/27/2016 12:09:42
3007,"8-9","30","4","55/72","45/38","","","50/40",1,"Jab 1",54,11/27/2016 12:09:43
3008,"4-5","34","5","75","60","","","100",1,"Jab 2",54,11/27/2016 12:09:43
3009,"4-5","49","7","70","80","","","70",1,"Dash Attack",54,11/27/2016 12:09:43
3010,"6-23 (100% Trip Chance)","-","4","180","W: 50","","","100",1,"Dash Attack (Late)",54,11/27/2016 12:09:43
3011,"12-15","40","14/14/14/11","361","22","","","98",1,"Ftilt (Angled Up)",54,11/27/2016 12:09:43
3012,"12-15","-","13/13/13/11","361","22","","","98",1,"Ftilt",54,11/27/2016 12:09:43
3013,"12-15","-","12/12/12/10","361","22","","","98",1,"Ftilt (Angled Down)",54,11/27/2016 12:09:43
3014,"12-14 (Hands and Head Intangible: 5-23)","36","10","92","65","","","74",1,"Utilt",54,11/27/2016 12:09:43
3015,"15-23","-","6","80","30","","","50",1,"Utilt (Late)",54,11/27/2016 12:09:43
3016,"5","18","4","46/69","20","","","50",1,"Dtilt",54,11/27/2016 12:09:43
3017,"18-19","66","19","361","20","","","99",1,"Fsmash",54,11/27/2016 12:09:43
3018,"11-12 (Head Intangible: 8-14)","58","16","95","40","","","85",1,"Usmash",54,11/27/2016 12:09:43
3019,"13","-","13","95","40","","","85",1,"Usmash (Late)",54,11/27/2016 12:09:43
3020,"8-17","68","13","30","30","","","80",1,"Dsmash (Early)",54,11/27/2016 12:09:43
3021,"18-27","-","10","30","20","","","84",1,"Dsmash",54,11/27/2016 12:09:43
3022,"28-36","-","5","30","10","","","88",1,"Dsmash (Late)",54,11/27/2016 12:09:43
3024,"8-9","30","","","","","","",1,"Standing Grab",54,11/27/2016 12:09:43
3025,"8-9","37","","","","","","",1,"Dash Grab",54,11/27/2016 12:09:43
3026,"8-9","35","","","","","","",1,"Pivot Grab",54,11/27/2016 12:09:44
3028,"-","-","12","45","60","","","65",3,"Fthrow",54,11/27/2016 12:09:44
3029,"-","-","7","45","80","","","60",3,"Bthrow",54,11/27/2016 12:09:44
3030,"-","-","4, 7","89","60","","","72",3,"Uthrow",54,11/27/2016 12:09:44
3031,"-","-","4, 4","130","80","","","18",3,"Dthrow",54,11/27/2016 12:09:44
3037,"4","50","6.5","40","30","12","1-3, 44&gt;","100",0,"Nair (Hit 1)",54,11/27/2016 12:09:44
3038,"15-38","-","4","70","65","-","-","100",0,"Nair (Hit 2)",54,11/27/2016 12:09:44
3039,"5-6","38","7","361","30","16","1-4, 27&gt;","97",0,"Fair",54,11/27/2016 12:09:44
3040,"7-17","-","4.5","361","15","-","-","80",0,"Fair (Late)",54,11/27/2016 12:09:44
3041,"9-11","50","12","361","20","27","1-5, 34&gt;","100",0,"Bair",54,11/27/2016 12:09:44
3042,"8-9","47","13","88","30","12","1-3, 37&gt;","78",0,"Uair",54,11/27/2016 12:09:44
3043,"9, 11, 13, 15, 17, 19","48","1.3","250/110/110","W: 60","19","1-2, 42&gt;","100",0,"Dair (Hits 1-6)",54,11/27/2016 12:09:44
3044,"21","-","4","45","25","-","-","200",0,"Dair (Hit 7)",54,11/27/2016 12:09:44
3045,"8- (Head Intangibility?: 8-25)","38 (Max Hold Frames: 48)","5","45","70","","","76",2,"Chomp",54,11/27/2016 12:09:44
3046,"18 (Deals 5%)","73","13","361","50","","","110",2,"Chomp (Eating Explosive)",54,11/27/2016 12:09:44
3047,"- (Heals 1%)","28","-","-","-","","","-",2,"Chomp (""Food"")",54,11/27/2016 12:09:44
3048,"20-","28","-","-","-","","","-",2,"Wario Bike",54,11/27/2016 12:09:44
3049,"6-7","-","5","85/115/85/105","W: 110/110/90/90","","","100",2,"Corkscrew (Hit 1)",54,11/27/2016 12:09:44
3050,"8-11, 12-15, 16-19, 20-23","-","1","104","W: 100","","","100",2,"Corkscrew",54,11/27/2016 12:09:44
3051,"29-30","-","4","45/45/85","70/70/60","","","130",2,"Corkscrew",54,11/27/2016 12:09:44
3052,"16-18 (100% Trip Chance)","80","0","361","0","","","1",2,"Wario Waft (No Charge)",54,11/27/2016 12:09:44
3053,"10-11","65","12/10","45","30/20","","","80",2,"Wario Waft (15 Seconds)",54,11/27/2016 12:09:44
3054,"5-8","50","20","45","50","","","68",2,"Wario Waft (55 Seconds)",54,11/27/2016 12:09:44
3055,"9-10 (Super Armor: 5-10)","60","27","35","50","","","75",2,"Wario Waft (110 Seconds)",54,11/27/2016 12:09:44
3056,"11-26","-","20","80","0","","","100",2,"Wario Waft (110 Seconds, Late)",54,11/27/2016 12:09:44
3057,"4-5 (Partial Intangibility?: 1-16)","26","3","80/70","W: 25","","","100",1,"Jab 1",55,11/27/2016 12:09:45
3058,"5","-","2","361","40","","","140",1,"Jab 1 (Back)",55,11/27/2016 12:09:45
3059,"3-4","30","2","45/70","W: 25","","","100",1,"Jab 2",55,11/27/2016 12:09:45
3060,"6-7","40","3","361","30/10","","","120/35",1,"Jab 3",55,11/27/2016 12:09:45
3061,"7-13","43","6","65","75","","","80",1,"Dash Attack",55,11/27/2016 12:09:45
3062,"6-7","33","9","361/361/90/90","50","","","100",1,"Ftilt",55,11/27/2016 12:09:45
3063,"5-7","35","10","90","40","","","70",1,"Utilt",55,11/27/2016 12:09:45
3064,"7 (Ground Only, Unblockable)","38","0","0","W: 28","","","100",1,"Dtilt (Windbox)",55,11/27/2016 12:09:45
3065,"10-11","-","12","55","30","","","80",1,"Dtilt",55,11/27/2016 12:09:45
3066,"16-19","62","15.5/15.5/14/14","361","26","","","106",1,"Fsmash",55,11/27/2016 12:09:45
3067,"14-15 (Intangible: 12-15)","58","18/15/15","90","31","","","97/102/102",1,"Usmash",55,11/27/2016 12:09:45
3068,"16-22","-","11/8/8","90/70/70","30","","","112/107/107",1,"Usmash (Late)",55,11/27/2016 12:09:45
3069,"18-21","57","12/12/10/10","20","20","","","110",1,"Dsmash",55,11/27/2016 12:09:45
3071,"6-7","29","","","","","","",1,"Standing Grab",55,11/27/2016 12:09:45
3072,"9-10","38","","","","","","",1,"Dash Grab",55,11/27/2016 12:09:45
3073,"10-11","34","","","","","","",1,"Pivot Grab",55,11/27/2016 12:09:45
3075,"-","-","3, 7","45","86","","","50",3,"Fthrow",55,11/27/2016 12:09:46
3076,"-","-","3, 6","45","90","","","65",3,"Bthrow",55,11/27/2016 12:09:46
3077,"-","-","11","85","50","","","80",3,"Uthrow",55,11/27/2016 12:09:46
3078,"-","-","7","100","66","","","75",3,"Dthrow",55,11/27/2016 12:09:46
3084,"9-11","35","5","110","50","14","1-5, 33&gt;","72",0,"Nair (Hit 1)",55,11/27/2016 12:09:46
3085,"12-13","-","9","90","20","-","-","102",0,"Nair (Hit 2)",55,11/27/2016 12:09:46
3086,"9-10","46","10","50/50/300","20/20/10","15","1-8, 25&gt;","102/102/62",0,"Fair",55,11/27/2016 12:09:46
3087,"11-15","-","6","55/55/45","20","-","-","102",0,"Fair (Late)",55,11/27/2016 12:09:46
3088,"5","49","13.5/11/9","47/361/361","40/20/10","20","1-2, 43&gt;","100/102/102",0,"Bair",55,11/27/2016 12:09:46
3089,"6-11","-","6","361","30/20","-","-","102",0,"Bair (Late)",55,11/27/2016 12:09:46
3090,"6-10","40","10","72","60","15","1-5, 36&gt;","82",0,"Uair",55,11/27/2016 12:09:46
3091,"20-21","45","14/13","270/45","20/50","20","40&gt;","82/80",0,"Dair",55,11/27/2016 12:09:46
3092,"22-24","-","8","361","30","-","-","102",0,"Dair (Late)",55,11/27/2016 12:09:46
3093,"24-102","-","0","50","10","","","130",2,"Sun Salutation (Windbox)",55,11/27/2016 12:09:46
3094,"21-","57","5 (Heals 2%)","50","30","","","73",2,"Sun Salutation",55,11/27/2016 12:09:46
3095,"16-17","41","15","295","30","","","71",2,"Header",55,11/27/2016 12:09:46
3096,"18-20","-","10","295","30","","","71",2,"Header (Late)",55,11/27/2016 12:09:46
3097,"31-32","56","-","-","-","","","-",2,"Header (No Input)",55,11/27/2016 12:09:46
3098,"33-35","-","-","-","-","","","-",2,"Header (No Input, Late)",55,11/27/2016 12:09:46
3099,"Generated: Frame 1","-","-","-","-","","","-",2,"Header (Soccer Ball)",55,11/27/2016 12:09:46
3100,"8-","-","5","361","10","","","110",2,"Super Hoop",55,11/27/2016 12:09:46
3101,"Lasts ~590 Frames","31","Heals 2%, Damage 1.2&#215;","-","-","","","-",2,"Deep Breathing (Fastest)",55,11/27/2016 12:09:46
3102,"Lasts ~420 Frames","31","Heals 2%, Damage 1.16&#215;","-","-","","","-",2,"Deep Breathing (Slowest)",55,11/27/2016 12:09:46
3103,"-","16","-","-","-","","","-",2,"Deep Breathing (Aerial)",55,11/27/2016 12:09:46
3104,"-","49","-","-","-","","","-",2,"Deep Breathing (Failure)",55,11/27/2016 12:09:46
3105,"3-4","18","3","60/90/50","30","","","50",1,"Jab 1",56,11/27/2016 12:09:47
3106,"3-4","20","4","361","56","","","70",1,"Jab 2",56,11/27/2016 12:09:47
3107,"10-12","50","9","65","90","","","52",1,"Dash Attack",56,11/27/2016 12:09:47
3108,"13-20","-","6","65","90","","","52",1,"Dash Attack (Late)",56,11/27/2016 12:09:47
3109,"5-7","39","8","80/65/50","50","","","80",1,"Ftilt (Angled Up)",56,11/27/2016 12:09:47
3110,"5-7","-","7","80/65/50","50","","","80",1,"Ftilt",56,11/27/2016 12:09:47
3111,"5-7","-","8","80/65/50","50","","","80",1,"Ftilt (Angled Down)",56,11/27/2016 12:09:47
3112,"8-15","32","7","100","72","","","45",1,"Utilt",56,11/27/2016 12:09:47
3113,"8-10","24","5/4.5/4","28/28/361","65","","","30",1,"Dtilt",56,11/27/2016 12:09:47
3114,"14 (Head intangibility: 12-14)","53","14/15.5/13","361","30","","","97/98/97",1,"Fsmash (All Angles)",56,11/27/2016 12:09:47
3115,"11-13 (Leg Intangibility: 11-13)","47","14","75","37","","","95",1,"Usmash",56,11/27/2016 12:09:47
3116,"14-16","-","12","75","37","","","95",1,"Usmash (Late)",56,11/27/2016 12:09:47
3117,"7-8","50","12/10","30","40/42","","","73/57",1,"Dsmash (Hit 1)",56,11/27/2016 12:09:47
3118,"22-23","-","12/10","30","40/42","","","81/75",1,"Dsmash (Hit 2)",56,11/27/2016 12:09:47
3120,"14-24","56","","","","","","",1,"Standing Grab",56,11/27/2016 12:09:47
3121,"11-21","68","","","","","","",1,"Dash Grab",56,11/27/2016 12:09:48
3122,"10-20","65","","","","","","",1,"Pivot Grab",56,11/27/2016 12:09:48
3124,"-","-","7","45","55","","","66",3,"Fthrow",56,11/27/2016 12:09:48
3125,"-","-","7","45","55","","","66",3,"Bthrow",56,11/27/2016 12:09:48
3126,"-","-","5","90","65","","","43",3,"Uthrow",56,11/27/2016 12:09:48
3127,"-","-","4","80","100","","","25",3,"Dthrow",56,11/27/2016 12:09:48
3133,"3-5","45","10","361","40","11","1-2, 38&gt;","86",0,"Nair (Early)",56,11/27/2016 12:09:48
3134,"5-11","-","7","361","30","-","-","100",0,"Nair",56,11/27/2016 12:09:48
3135,"12-25","-","5","361","30","-","-","100",0,"Nair (Late)",56,11/27/2016 12:09:48
3136,"16-20","44","15/14/14","361/270/361","0","17","1-3, 40&gt;","90",0,"Fair",56,11/27/2016 12:09:48
3137,"11, 17","56","2.5","361/366","50/30","19","1-5, 44&gt;","150/200",0,"Bair (Hits 1-2)",56,11/27/2016 12:09:48
3138,"25-26","-","5","54","30","-","-","184",0,"Bair (Hit 3)",56,11/27/2016 12:09:48
3139,"5-6","39","12","90","25","14","1-4, 33&gt;","100",0,"Uair",56,11/27/2016 12:09:48
3140,"16, 18, 20, 22, 24, 26","57","3/2/2","270/260/280","5","24","1-13, 50&gt;","80",0,"Dair (Hits 1-6)",56,11/27/2016 12:09:48
3141,"28, 30, 32, 34, 36, 38, 40","-","2.2/1.5/1.5","270/260/280","5","-","-","100",0,"Dair (Hits 7-13)",56,11/27/2016 12:09:48
3142,"41","-","1","80/40","60","-","-","200",0,"Dair (Hit 14)",56,11/27/2016 12:09:48
3143,"2 (Ground Only)","-","1","361","W: 40","-","-","100",0,"Dair (Landing)",56,11/27/2016 12:09:48
3144,"21-24","44","7","361","0","","","100",2,"Egg Lay",56,11/27/2016 12:09:48
3145,"31","-","4","80","50","","","70",2,"Egg Roll",56,11/27/2016 12:09:48
3146,"15-59","54","1","70","20","","","55",2,"Egg Throw (Contact)",56,11/27/2016 12:09:48
3147,"1-3","-","5","70","60","","","50",2,"Egg Throw (Explosion)",56,11/27/2016 12:09:48
3148,"7 (Grounded Only)","-","4","80","W: 80","","","100",2,"Yoshi Bomb (Hit 1)",56,11/27/2016 12:09:48
3149,"27-","-","15 (+10)","80","60","","","72",2,"Yoshi Bomb (Hit 2)",56,11/27/2016 12:09:48
3150,"20-","-","12 (+10)","80","70","","","68",2,"Yoshi Bomb (Aerial)",56,11/27/2016 12:09:48
3151,"3-12","40","4 (+6)","50","50","","","40",2,"Yoshi Bomb (Stars)",56,11/27/2016 12:09:48
3152,"11, 13","24","3","361/140/140","W: 40/40/30","","","100",1,"Jab (Hits 1-2)",57,11/27/2016 12:09:49
3153,"15","-","5","361","40","","","95",1,"Jab (Hit 3)",57,11/27/2016 12:09:49
3154,"6-7","40","12/9","50","85/80","","","70/50",1,"Dash Attack",57,11/27/2016 12:09:49
3155,"8-10","-","6","50","80","","","50",1,"Dash Attack (Late)",57,11/27/2016 12:09:49
3156,"10","38","12/10/10","361","50","","","88",1,"Ftilt (All Angles)",57,11/27/2016 12:09:49
3157,"7-18","30","7.2","100","45","","","110",1,"Utilt",57,11/27/2016 12:09:49
3158,"5-11","25","5.5","80","20","","","120",1,"Dtilt",57,11/27/2016 12:09:49
3159,"16, 18, 20, 22","50","1","25/165","W: 40/50","","","100",1,"Fsmash (Hits 1-4)",57,11/27/2016 12:09:49
3160,"24","-","13","361","37","","","110",1,"Fsmash (Hit 5)",57,11/27/2016 12:09:49
3161,"9, 12, 15, 18","64","2","90/366/200/200","W: 40","","","105",1,"Usmash (Hits 1-4)",57,11/27/2016 12:09:49
3162,"25, 28, 31","-","0.8","90/366/200/200","W: 40","","","100",1,"Usmash (Hits 5-7)",57,11/27/2016 12:09:49
3163,"34","-","5","88","24","","","214",1,"Usmash (Hit 8)",57,11/27/2016 12:09:49
3164,"5-6","38","12","20/361","20","","","86",1,"Dsmash (Hit 1)",57,11/27/2016 12:09:50
3165,"13-14","-","10","20/361","20","","","96",1,"Dsmash (Hit 2)",57,11/27/2016 12:09:50
3167,"10-11","38","","","","","","",1,"Standing Grab",57,11/27/2016 12:09:50
3168,"11-12","47","","","","","","",1,"Dash Grab",57,11/27/2016 12:09:50
3169,"11-12","45","","","","","","",1,"Pivot Grab",57,11/27/2016 12:09:50
3171,"-","-","12","45","70","","","50",3,"Fthrow",57,11/27/2016 12:09:50
3172,"-","-","11","45","80","","","60",3,"Bthrow",57,11/27/2016 12:09:50
3173,"-","-","11","88","50","","","60",3,"Uthrow",57,11/27/2016 12:09:50
3174,"-","-","1&#37;&#215;4, 2","100","85","","","55",3,"Dthrow",57,11/27/2016 12:09:50
3180,"6-7, 10-11, 14-15, 18-19","51","2.5/1.5","366","W: 75","19","1-3, 38&gt;","100",0,"Nair (Hits 1-4)",57,11/27/2016 12:09:50
3181,"22-23","-","5","361","40","-","-","130/130/110/110",0,"Nair (Hit 5)",57,11/27/2016 12:09:50
3182,"9","53","20/4/4/4","361","24/5/5/5","23","1-3, 50&gt;","95/80/80/96",0,"Fair",57,11/27/2016 12:09:50
3183,"10-13","-","4","361","5","-","-","80/80/96",0,"Fair (Late)",57,11/27/2016 12:09:50
3184,"6","53","20/4/4/4","361","28/5/5/5","25","1-2, 52&gt;","96/80/80/96",0,"Bair",57,11/27/2016 12:09:50
3185,"7-9","-","4","361","5","-","-","80/80/96",0,"Bair (Late)",57,11/27/2016 12:09:50
3186,"14-16","55","17","90","30","19","1-4","84",0,"Uair",57,11/27/2016 12:09:50
